Codigo IBGE;IDADE;SEXO;COR;homic;Nome;IDH;Populacao
330150;8;0;1;0;Cordeiro;0,729;334
330150;8;0;2;0;Cordeiro;0,729;76
330150;8;0;3;0;Cordeiro;0,729;81
330150;8;1;1;0;Cordeiro;0,729;237
330150;8;1;2;0;Cordeiro;0,729;52
330150;8;1;3;0;Cordeiro;0,729;69
330150;9;0;1;0;Cordeiro;0,729;179
330150;9;0;2;0;Cordeiro;0,729;34
330150;9;0;3;0;Cordeiro;0,729;23
330150;9;1;1;0;Cordeiro;0,729;84
330150;9;1;2;0;Cordeiro;0,729;15
330150;9;1;3;0;Cordeiro;0,729;22
330150;10;0;1;0;Cordeiro;0,729;33
330150;10;0;2;0;Cordeiro;0,729;14
330150;10;0;3;0;Cordeiro;0,729;9
330150;10;1;1;0;Cordeiro;0,729;18
330150;10;1;2;0;Cordeiro;0,729;2
330150;10;1;3;0;Cordeiro;0,729;4
330160;1;0;1;0;Duas Barras;0,659;387
330160;1;0;2;0;Duas Barras;0,659;96
330160;1;0;3;0;Duas Barras;0,659;287
330160;1;1;1;0;Duas Barras;0,659;411
330160;1;1;2;0;Duas Barras;0,659;112
330160;1;1;3;0;Duas Barras;0,659;269
330160;2;0;1;0;Duas Barras;0,659;461
330160;2;0;2;0;Duas Barras;0,659;146
330160;2;0;3;0;Duas Barras;0,659;306
330160;2;1;1;0;Duas Barras;0,659;434
330160;2;1;2;0;Duas Barras;0,659;173
330160;2;1;3;0;Duas Barras;0,659;347
330160;3;0;1;0;Duas Barras;0,659;485
330160;3;0;2;0;Duas Barras;0,659;148
330160;3;0;3;0;Duas Barras;0,659;262
330160;3;1;1;0;Duas Barras;0,659;495
330160;3;1;2;0;Duas Barras;0,659;157
330160;3;1;3;0;Duas Barras;0,659;263
330160;4;0;1;0;Duas Barras;0,659;481
330160;4;0;2;0;Duas Barras;0,659;179
330160;4;0;3;0;Duas Barras;0,659;219
330160;4;1;1;0;Duas Barras;0,659;414
330160;4;1;2;0;Duas Barras;0,659;157
330160;4;1;3;0;Duas Barras;0,659;207
330160;5;0;1;0;Duas Barras;0,659;479
330160;5;0;2;0;Duas Barras;0,659;116
330160;5;0;3;0;Duas Barras;0,659;182
330160;5;1;1;0;Duas Barras;0,659;474
330160;5;1;2;1;Duas Barras;0,659;141
330160;5;1;3;0;Duas Barras;0,659;206
330160;6;0;1;0;Duas Barras;0,659;355
330160;6;0;2;0;Duas Barras;0,659;81
330160;6;0;3;0;Duas Barras;0,659;116
330160;6;1;1;1;Duas Barras;0,659;374
330160;6;1;2;0;Duas Barras;0,659;84
330160;6;1;3;0;Duas Barras;0,659;150
330160;7;0;1;0;Duas Barras;0,659;171
330160;7;0;2;0;Duas Barras;0,659;54
330160;7;0;3;0;Duas Barras;0,659;77
330160;7;1;1;0;Duas Barras;0,659;226
330160;7;1;2;0;Duas Barras;0,659;51
330160;7;1;3;0;Duas Barras;0,659;98
330160;8;0;1;0;Duas Barras;0,659;130
330160;8;0;2;0;Duas Barras;0,659;22
330160;8;0;3;0;Duas Barras;0,659;45
330160;8;1;1;0;Duas Barras;0,659;127
330160;8;1;2;0;Duas Barras;0,659;24
330160;8;1;3;0;Duas Barras;0,659;28
330160;9;0;1;0;Duas Barras;0,659;74
330160;9;0;2;0;Duas Barras;0,659;13
330160;9;0;3;0;Duas Barras;0,659;25
330160;9;1;1;0;Duas Barras;0,659;60
330160;9;1;2;0;Duas Barras;0,659;5
330160;9;1;3;0;Duas Barras;0,659;15
330160;10;0;1;0;Duas Barras;0,659;14
330160;10;0;2;0;Duas Barras;0,659;2
330160;10;0;3;0;Duas Barras;0,659;3
330160;10;1;1;0;Duas Barras;0,659;5
330160;10;1;2;0;Duas Barras;0,659;1
330160;10;1;3;0;Duas Barras;0,659;3
330170;1;0;1;0;Duque de Caxias;0,711;23283
330170;1;0;2;1;Duque de Caxias;0,711;6046
330170;1;0;3;0;Duque de Caxias;0,711;32455
330170;1;1;1;2;Duque de Caxias;0,711;22948
330170;1;1;2;1;Duque de Caxias;0,711;6729
330170;1;1;3;0;Duque de Caxias;0,711;33623
330170;2;0;1;4;Duque de Caxias;0,711;24957
330170;2;0;2;5;Duque de Caxias;0,711;10149
330170;2;0;3;0;Duque de Caxias;0,711;41918
330170;2;1;1;51;Duque de Caxias;0,711;24398
330170;2;1;2;239;Duque de Caxias;0,711;10846
330170;2;1;3;0;Duque de Caxias;0,711;43184
330170;3;0;1;8;Duque de Caxias;0,711;25870
330170;3;0;2;13;Duque de Caxias;0,711;10919
330170;3;0;3;0;Duque de Caxias;0,711;37386
330170;3;1;1;99;Duque de Caxias;0,711;23647
330170;3;1;2;396;Duque de Caxias;0,711;10929
330170;3;1;3;0;Duque de Caxias;0,711;36170
330170;4;0;1;8;Duque de Caxias;0,711;24991
330170;4;0;2;12;Duque de Caxias;0,711;10622
330170;4;0;3;0;Duque de Caxias;0,711;35773
330170;4;1;1;64;Duque de Caxias;0,711;22037
330170;4;1;2;196;Duque de Caxias;0,711;10525
330170;4;1;3;0;Duque de Caxias;0,711;32349
330170;5;0;1;4;Duque de Caxias;0,711;22420
330170;5;0;2;7;Duque de Caxias;0,711;9258
330170;5;0;3;0;Duque de Caxias;0,711;30076
330170;5;1;1;31;Duque de Caxias;0,711;19508
330170;5;1;2;76;Duque de Caxias;0,711;9135
330170;5;1;3;0;Duque de Caxias;0,711;27625
330170;6;0;1;3;Duque de Caxias;0,711;17546
330170;6;0;2;0;Duque de Caxias;0,711;7724
330170;6;0;3;0;Duque de Caxias;0,711;22656
330170;6;1;1;19;Duque de Caxias;0,711;14826
330170;6;1;2;33;Duque de Caxias;0,711;6785
330170;6;1;3;0;Duque de Caxias;0,711;19556
330170;7;0;1;1;Duque de Caxias;0,711;11038
330170;7;0;2;1;Duque de Caxias;0,711;4520
330170;7;0;3;0;Duque de Caxias;0,711;12670
330170;7;1;1;4;Duque de Caxias;0,711;8610
330170;7;1;2;5;Duque de Caxias;0,711;3498
330170;7;1;3;0;Duque de Caxias;0,711;10214
330170;8;0;1;0;Duque de Caxias;0,711;6432
330170;8;0;2;0;Duque de Caxias;0,711;2417
330170;8;0;3;0;Duque de Caxias;0,711;6355
330170;8;1;1;3;Duque de Caxias;0,711;4451
330170;8;1;2;2;Duque de Caxias;0,711;1509
330170;8;1;3;0;Duque de Caxias;0,711;4549
330170;9;0;1;0;Duque de Caxias;0,711;2561
330170;9;0;2;0;Duque de Caxias;0,711;859
330170;9;0;3;0;Duque de Caxias;0,711;2166
330170;9;1;1;1;Duque de Caxias;0,711;1360
330170;9;1;2;1;Duque de Caxias;0,711;452
330170;9;1;3;0;Duque de Caxias;0,711;1269
330170;10;0;1;0;Duque de Caxias;0,711;389
330170;10;0;2;0;Duque de Caxias;0,711;136
330170;10;0;3;0;Duque de Caxias;0,711;323
330170;10;1;1;0;Duque de Caxias;0,711;147
330170;10;1;2;0;Duque de Caxias;0,711;52
330170;10;1;3;0;Duque de Caxias;0,711;132
330180;1;0;1;0;Engenheiro Paulo de Frontin;0,722;393
330180;1;0;2;0;Engenheiro Paulo de Frontin;0,722;55
330180;1;0;3;0;Engenheiro Paulo de Frontin;0,722;331
330180;1;1;1;0;Engenheiro Paulo de Frontin;0,722;381
330180;1;1;2;0;Engenheiro Paulo de Frontin;0,722;59
330180;1;1;3;0;Engenheiro Paulo de Frontin;0,722;316
330180;2;0;1;0;Engenheiro Paulo de Frontin;0,722;470
330180;2;0;2;0;Engenheiro Paulo de Frontin;0,722;86
330180;2;0;3;0;Engenheiro Paulo de Frontin;0,722;473
330180;2;1;1;0;Engenheiro Paulo de Frontin;0,722;466
330180;2;1;2;0;Engenheiro Paulo de Frontin;0,722;91
330180;2;1;3;0;Engenheiro Paulo de Frontin;0,722;468
330180;3;0;1;0;Engenheiro Paulo de Frontin;0,722;534
330180;3;0;2;0;Engenheiro Paulo de Frontin;0,722;107
330180;3;0;3;0;Engenheiro Paulo de Frontin;0,722;432
330180;3;1;1;1;Engenheiro Paulo de Frontin;0,722;505
330180;3;1;2;0;Engenheiro Paulo de Frontin;0,722;100
330180;3;1;3;0;Engenheiro Paulo de Frontin;0,722;436
330180;4;0;1;0;Engenheiro Paulo de Frontin;0,722;511
330180;4;0;2;0;Engenheiro Paulo de Frontin;0,722;90
330180;4;0;3;0;Engenheiro Paulo de Frontin;0,722;434
330180;4;1;1;1;Engenheiro Paulo de Frontin;0,722;474
330180;4;1;2;0;Engenheiro Paulo de Frontin;0,722;131
330180;4;1;3;0;Engenheiro Paulo de Frontin;0,722;418
330180;5;0;1;0;Engenheiro Paulo de Frontin;0,722;515
330180;5;0;2;0;Engenheiro Paulo de Frontin;0,722;99
330180;5;0;3;0;Engenheiro Paulo de Frontin;0,722;401
330180;5;1;1;0;Engenheiro Paulo de Frontin;0,722;476
330180;5;1;2;0;Engenheiro Paulo de Frontin;0,722;121
330180;5;1;3;0;Engenheiro Paulo de Frontin;0,722;388
330180;6;0;1;0;Engenheiro Paulo de Frontin;0,722;430
330180;6;0;2;0;Engenheiro Paulo de Frontin;0,722;102
330180;6;0;3;0;Engenheiro Paulo de Frontin;0,722;309
330180;6;1;1;0;Engenheiro Paulo de Frontin;0,722;381
330180;6;1;2;0;Engenheiro Paulo de Frontin;0,722;100
330180;6;1;3;0;Engenheiro Paulo de Frontin;0,722;311
330180;7;0;1;0;Engenheiro Paulo de Frontin;0,722;305
330180;7;0;2;0;Engenheiro Paulo de Frontin;0,722;51
330180;7;0;3;0;Engenheiro Paulo de Frontin;0,722;176
330180;7;1;1;0;Engenheiro Paulo de Frontin;0,722;242
330180;7;1;2;0;Engenheiro Paulo de Frontin;0,722;52
330180;7;1;3;0;Engenheiro Paulo de Frontin;0,722;189
330180;8;0;1;0;Engenheiro Paulo de Frontin;0,722;198
330180;8;0;2;0;Engenheiro Paulo de Frontin;0,722;27
330180;8;0;3;0;Engenheiro Paulo de Frontin;0,722;103
330180;8;1;1;0;Engenheiro Paulo de Frontin;0,722;156
330180;8;1;2;0;Engenheiro Paulo de Frontin;0,722;24
330180;8;1;3;0;Engenheiro Paulo de Frontin;0,722;65
330180;9;0;1;0;Engenheiro Paulo de Frontin;0,722;88
330180;9;0;2;0;Engenheiro Paulo de Frontin;0,722;10
330180;9;0;3;0;Engenheiro Paulo de Frontin;0,722;36
330180;9;1;1;0;Engenheiro Paulo de Frontin;0,722;54
330180;9;1;2;0;Engenheiro Paulo de Frontin;0,722;3
330180;9;1;3;0;Engenheiro Paulo de Frontin;0,722;31
330180;10;0;1;0;Engenheiro Paulo de Frontin;0,722;14
330180;10;0;2;0;Engenheiro Paulo de Frontin;0,722;3
330180;10;0;3;0;Engenheiro Paulo de Frontin;0,722;4
330180;10;1;1;0;Engenheiro Paulo de Frontin;0,722;6
330180;10;1;2;0;Engenheiro Paulo de Frontin;0,722;2
330180;10;1;3;0;Engenheiro Paulo de Frontin;0,722;3
330185;1;0;1;0;Guapimirim;0,698;1495
330185;1;0;2;0;Guapimirim;0,698;403
330185;1;0;3;0;Guapimirim;0,698;1946
330185;1;1;1;0;Guapimirim;0,698;1560
330185;1;1;2;0;Guapimirim;0,698;444
330185;1;1;3;0;Guapimirim;0,698;2011
330185;2;0;1;0;Guapimirim;0,698;1668
330185;2;0;2;1;Guapimirim;0,698;673
330185;2;0;3;0;Guapimirim;0,698;2445
330185;2;1;1;4;Guapimirim;0,698;1608
330185;2;1;2;10;Guapimirim;0,698;651
330185;2;1;3;0;Guapimirim;0,698;2473
330185;3;0;1;0;Guapimirim;0,698;1712
330185;3;0;2;1;Guapimirim;0,698;728
330185;3;0;3;0;Guapimirim;0,698;2062
330185;3;1;1;11;Guapimirim;0,698;1513
330185;3;1;2;14;Guapimirim;0,698;724
330185;3;1;3;0;Guapimirim;0,698;2082
330185;4;0;1;0;Guapimirim;0,698;1608
330185;4;0;2;0;Guapimirim;0,698;636
330185;4;0;3;0;Guapimirim;0,698;1966
330185;4;1;1;5;Guapimirim;0,698;1415
330185;4;1;2;10;Guapimirim;0,698;647
330185;4;1;3;0;Guapimirim;0,698;1751
330185;5;0;1;0;Guapimirim;0,698;1415
330185;5;0;2;0;Guapimirim;0,698;578
330185;5;0;3;0;Guapimirim;0,698;1601
330185;5;1;1;3;Guapimirim;0,698;1290
330185;5;1;2;7;Guapimirim;0,698;559
330185;5;1;3;0;Guapimirim;0,698;1583
330185;6;0;1;0;Guapimirim;0,698;1077
330185;6;0;2;0;Guapimirim;0,698;398
330185;6;0;3;0;Guapimirim;0,698;1043
330185;6;1;1;4;Guapimirim;0,698;1072
330185;6;1;2;1;Guapimirim;0,698;379
330185;6;1;3;0;Guapimirim;0,698;1047
330185;7;0;1;0;Guapimirim;0,698;686
330185;7;0;2;0;Guapimirim;0,698;213
330185;7;0;3;0;Guapimirim;0,698;651
330185;7;1;1;1;Guapimirim;0,698;671
330185;7;1;2;0;Guapimirim;0,698;211
330185;7;1;3;0;Guapimirim;0,698;598
330185;8;0;1;0;Guapimirim;0,698;408
330185;8;0;2;0;Guapimirim;0,698;106
330185;8;0;3;0;Guapimirim;0,698;306
330185;8;1;1;0;Guapimirim;0,698;368
330185;8;1;2;0;Guapimirim;0,698;100
330185;8;1;3;0;Guapimirim;0,698;284
330185;9;0;1;0;Guapimirim;0,698;164
330185;9;0;2;0;Guapimirim;0,698;32
330185;9;0;3;0;Guapimirim;0,698;118
330185;9;1;1;0;Guapimirim;0,698;118
330185;9;1;2;0;Guapimirim;0,698;13
330185;9;1;3;0;Guapimirim;0,698;78
330185;10;0;1;0;Guapimirim;0,698;32
330185;10;0;2;0;Guapimirim;0,698;10
330185;10;0;3;0;Guapimirim;0,698;18
330185;10;1;1;0;Guapimirim;0,698;14
330185;10;1;2;0;Guapimirim;0,698;4
330185;10;1;3;0;Guapimirim;0,698;11
330187;1;0;1;0;Iguaba Grande;0,761;709
330187;1;0;2;0;Iguaba Grande;0,761;121
330187;1;0;3;0;Iguaba Grande;0,761;563
330187;1;1;1;0;Iguaba Grande;0,761;767
330187;1;1;2;0;Iguaba Grande;0,761;108
330187;1;1;3;0;Iguaba Grande;0,761;583
330187;2;0;1;0;Iguaba Grande;0,761;840
330187;2;0;2;0;Iguaba Grande;0,761;211
330187;2;0;3;0;Iguaba Grande;0,761;813
330187;2;1;1;0;Iguaba Grande;0,761;883
330187;2;1;2;1;Iguaba Grande;0,761;217
330187;2;1;3;0;Iguaba Grande;0,761;880
330187;3;0;1;2;Iguaba Grande;0,761;821
330187;3;0;2;0;Iguaba Grande;0,761;162
330187;3;0;3;0;Iguaba Grande;0,761;632
330187;3;1;1;2;Iguaba Grande;0,761;736
330187;3;1;2;4;Iguaba Grande;0,761;175
330187;3;1;3;0;Iguaba Grande;0,761;674
330187;4;0;1;0;Iguaba Grande;0,761;826
330187;4;0;2;1;Iguaba Grande;0,761;223
330187;4;0;3;0;Iguaba Grande;0,761;665
330187;4;1;1;1;Iguaba Grande;0,761;758
330187;4;1;2;1;Iguaba Grande;0,761;196
330187;4;1;3;0;Iguaba Grande;0,761;607
330187;5;0;1;0;Iguaba Grande;0,761;930
330187;5;0;2;0;Iguaba Grande;0,761;202
330187;5;0;3;0;Iguaba Grande;0,761;633
330187;5;1;1;2;Iguaba Grande;0,761;748
330187;5;1;2;3;Iguaba Grande;0,761;175
330187;5;1;3;0;Iguaba Grande;0,761;573
330187;6;0;1;0;Iguaba Grande;0,761;778
330187;6;0;2;0;Iguaba Grande;0,761;147
330187;6;0;3;0;Iguaba Grande;0,761;502
330187;6;1;1;0;Iguaba Grande;0,761;678
330187;6;1;2;0;Iguaba Grande;0,761;131
330187;6;1;3;0;Iguaba Grande;0,761;467
330187;7;0;1;0;Iguaba Grande;0,761;647
330187;7;0;2;0;Iguaba Grande;0,761;93
330187;7;0;3;0;Iguaba Grande;0,761;371
330187;7;1;1;0;Iguaba Grande;0,761;590
330187;7;1;2;0;Iguaba Grande;0,761;92
330187;7;1;3;0;Iguaba Grande;0,761;342
330187;8;0;1;0;Iguaba Grande;0,761;418
330187;8;0;2;0;Iguaba Grande;0,761;41
330187;8;0;3;0;Iguaba Grande;0,761;197
330187;8;1;1;0;Iguaba Grande;0,761;314
330187;8;1;2;0;Iguaba Grande;0,761;37
330187;8;1;3;0;Iguaba Grande;0,761;161
330187;9;0;1;0;Iguaba Grande;0,761;131
330187;9;0;2;0;Iguaba Grande;0,761;23
330187;9;0;3;0;Iguaba Grande;0,761;53
330187;9;1;1;0;Iguaba Grande;0,761;91
330187;9;1;2;0;Iguaba Grande;0,761;9
330187;9;1;3;0;Iguaba Grande;0,761;40
330187;10;0;1;0;Iguaba Grande;0,761;25
330187;10;0;2;0;Iguaba Grande;0,761;1
330187;10;0;3;0;Iguaba Grande;0,761;14
330187;10;1;1;0;Iguaba Grande;0,761;5
330187;10;1;2;0;Iguaba Grande;0,761;2
330187;10;1;3;0;Iguaba Grande;0,761;6
330190;1;0;1;0;Itaboraퟻ-227,565;5808;
330190;1;0;2;0;Itaboraퟻ-227,565;1211;
330190;1;0;3;0;Itaboraퟻ-227,565;8192;
330190;1;1;1;0;Itaboraퟻ-227,565;5800;
330190;1;1;2;0;Itaboraퟻ-227,565;1381;
330190;1;1;3;0;Itaboraퟻ-227,565;8529;
330190;2;0;1;0;Itaboraퟻ-227,565;6385;
330190;2;0;2;3;Itaboraퟻ-227,565;2007;
330190;2;0;3;0;Itaboraퟻ-227,565;10740;
330190;2;1;1;13;Itaboraퟻ-227,565;6257;
330190;2;1;2;37;Itaboraퟻ-227,565;2243;
330190;2;1;3;0;Itaboraퟻ-227,565;11192;
330190;3;0;1;1;Itaboraퟻ-227,565;6446;
330190;3;0;2;5;Itaboraퟻ-227,565;2160;
330190;3;0;3;0;Itaboraퟻ-227,565;9585;
330190;3;1;1;24;Itaboraퟻ-227,565;5934;
330190;3;1;2;79;Itaboraퟻ-227,565;2160;
330190;3;1;3;1;Itaboraퟻ-227,565;9018;
330190;4;0;1;1;Itaboraퟻ-227,565;6859;
330190;4;0;2;3;Itaboraퟻ-227,565;2362;
330190;4;0;3;0;Itaboraퟻ-227,565;9828;
330190;4;1;1;22;Itaboraퟻ-227,565;6062;
330190;4;1;2;39;Itaboraퟻ-227,565;2587;
330190;4;1;3;0;Itaboraퟻ-227,565;8827;
330190;5;0;1;0;Itaboraퟻ-227,565;6008;
330190;5;0;2;1;Itaboraퟻ-227,565;2092;
330190;5;0;3;0;Itaboraퟻ-227,565;7829;
330190;5;1;1;14;Itaboraퟻ-227,565;5291;
330190;5;1;2;17;Itaboraퟻ-227,565;2096;
330190;5;1;3;0;Itaboraퟻ-227,565;7722;
330190;6;0;1;0;Itaboraퟻ-227,565;4648;
330190;6;0;2;0;Itaboraퟻ-227,565;1629;
330190;6;0;3;0;Itaboraퟻ-227,565;5833;
330190;6;1;1;6;Itaboraퟻ-227,565;4042;
330190;6;1;2;12;Itaboraퟻ-227,565;1513;
330190;6;1;3;0;Itaboraퟻ-227,565;5323;
330190;7;0;1;2;Itaboraퟻ-227,565;2813;
330190;7;0;2;0;Itaboraퟻ-227,565;951;
330190;7;0;3;0;Itaboraퟻ-227,565;3287;
330190;7;1;1;3;Itaboraퟻ-227,565;2508;
330190;7;1;2;4;Itaboraퟻ-227,565;842;
330190;7;1;3;0;Itaboraퟻ-227,565;3031;
330190;8;0;1;0;Itaboraퟻ-227,565;1513;
330190;8;0;2;0;Itaboraퟻ-227,565;471;
330190;8;0;3;0;Itaboraퟻ-227,565;1560;
330190;8;1;1;0;Itaboraퟻ-227,565;1238;
330190;8;1;2;0;Itaboraퟻ-227,565;364;
330190;8;1;3;0;Itaboraퟻ-227,565;1307;
330190;9;0;1;0;Itaboraퟻ-227,565;623;
330190;9;0;2;1;Itaboraퟻ-227,565;187;
330190;9;0;3;0;Itaboraퟻ-227,565;543;
330190;9;1;1;0;Itaboraퟻ-227,565;373;
330190;9;1;2;0;Itaboraퟻ-227,565;97;
330190;9;1;3;0;Itaboraퟻ-227,565;340;
330190;10;0;1;0;Itaboraퟻ-227,565;108;
330190;10;0;2;0;Itaboraퟻ-227,565;26;
330190;10;0;3;0;Itaboraퟻ-227,565;99;
330190;10;1;1;0;Itaboraퟻ-227,565;63;
330190;10;1;2;0;Itaboraퟻ-227,565;16;
330190;10;1;3;0;Itaboraퟻ-227,565;31;
330200;1;0;1;0;Itaguaퟻ-228,636;3359;
330200;1;0;2;0;Itaguaퟻ-228,636;493;
330200;1;0;3;0;Itaguaퟻ-228,636;4153;
330200;1;1;1;0;Itaguaퟻ-228,636;3342;
330200;1;1;2;0;Itaguaퟻ-228,636;577;
330200;1;1;3;0;Itaguaퟻ-228,636;4596;
330200;2;0;1;0;Itaguaퟻ-228,636;3532;
330200;2;0;2;1;Itaguaퟻ-228,636;827;
330200;2;0;3;0;Itaguaퟻ-228,636;5267;
330200;2;1;1;14;Itaguaퟻ-228,636;3397;
330200;2;1;2;41;Itaguaퟻ-228,636;944;
330200;2;1;3;1;Itaguaퟻ-228,636;5408;
330200;3;0;1;2;Itaguaퟻ-228,636;3641;
330200;3;0;2;2;Itaguaퟻ-228,636;978;
330200;3;0;3;0;Itaguaퟻ-228,636;4893;
330200;3;1;1;18;Itaguaퟻ-228,636;3512;
330200;3;1;2;67;Itaguaퟻ-228,636;1104;
330200;3;1;3;3;Itaguaퟻ-228,636;4967;
330200;4;0;1;0;Itaguaퟻ-228,636;3505;
330200;4;0;2;1;Itaguaퟻ-228,636;874;
330200;4;0;3;0;Itaguaퟻ-228,636;4609;
330200;4;1;1;9;Itaguaퟻ-228,636;3246;
330200;4;1;2;26;Itaguaퟻ-228,636;1108;
330200;4;1;3;0;Itaguaퟻ-228,636;4710;
330200;5;0;1;2;Itaguaퟻ-228,636;3025;
330200;5;0;2;1;Itaguaퟻ-228,636;775;
330200;5;0;3;0;Itaguaퟻ-228,636;3511;
330200;5;1;1;7;Itaguaퟻ-228,636;2761;
330200;5;1;2;19;Itaguaퟻ-228,636;881;
330200;5;1;3;0;Itaguaퟻ-228,636;3539;
330200;6;0;1;1;Itaguaퟻ-228,636;2499;
330200;6;0;2;1;Itaguaퟻ-228,636;613;
330200;6;0;3;0;Itaguaퟻ-228,636;2671;
330200;6;1;1;3;Itaguaퟻ-228,636;2185;
330200;6;1;2;7;Itaguaퟻ-228,636;676;
330200;6;1;3;0;Itaguaퟻ-228,636;2565;
330200;7;0;1;1;Itaguaퟻ-228,636;1449;
330200;7;0;2;0;Itaguaퟻ-228,636;352;
330200;7;0;3;0;Itaguaퟻ-228,636;1376;
330200;7;1;1;0;Itaguaퟻ-228,636;1330;
330200;7;1;2;2;Itaguaퟻ-228,636;376;
330200;7;1;3;0;Itaguaퟻ-228,636;1356;
330200;8;0;1;0;Itaguaퟻ-228,636;784;
330200;8;0;2;0;Itaguaퟻ-228,636;153;
330200;8;0;3;0;Itaguaퟻ-228,636;636;
330200;8;1;1;0;Itaguaퟻ-228,636;667;
330200;8;1;2;1;Itaguaퟻ-228,636;159;
330200;8;1;3;0;Itaguaퟻ-228,636;586;
330200;9;0;1;0;Itaguaퟻ-228,636;305;
330200;9;0;2;0;Itaguaퟻ-228,636;81;
330200;9;0;3;0;Itaguaퟻ-228,636;220;
330200;9;1;1;0;Itaguaퟻ-228,636;186;
330200;9;1;2;0;Itaguaퟻ-228,636;37;
330200;9;1;3;0;Itaguaퟻ-228,636;152;
330200;10;0;1;0;Itaguaퟻ-228,636;55;
330200;10;0;2;0;Itaguaퟻ-228,636;8;
330200;10;0;3;0;Itaguaퟻ-228,636;35;
330200;10;1;1;0;Itaguaퟻ-228,636;17;
330200;10;1;2;0;Itaguaퟻ-228,636;7;
330200;10;1;3;0;Itaguaퟻ-228,636;14;
330205;1;0;1;0;Italva;0,688;482
330205;1;0;2;0;Italva;0,688;47
330205;1;0;3;0;Italva;0,688;292
330205;1;1;1;0;Italva;0,688;512
330205;1;1;2;0;Italva;0,688;42
330205;1;1;3;0;Italva;0,688;336
330205;2;0;1;0;Italva;0,688;569
330205;2;0;2;0;Italva;0,688;44
330205;2;0;3;0;Italva;0,688;395
330205;2;1;1;1;Italva;0,688;517
330205;2;1;2;0;Italva;0,688;63
330205;2;1;3;0;Italva;0,688;413
330205;3;0;1;0;Italva;0,688;608
330205;3;0;2;0;Italva;0,688;81
330205;3;0;3;0;Italva;0,688;382
330205;3;1;1;0;Italva;0,688;568
330205;3;1;2;0;Italva;0,688;94
330205;3;1;3;0;Italva;0,688;393
330205;4;0;1;0;Italva;0,688;562
330205;4;0;2;0;Italva;0,688;87
330205;4;0;3;0;Italva;0,688;393
330205;4;1;1;0;Italva;0,688;535
330205;4;1;2;0;Italva;0,688;90
330205;4;1;3;0;Italva;0,688;323
330205;5;0;1;0;Italva;0,688;612
330205;5;0;2;0;Italva;0,688;76
330205;5;0;3;0;Italva;0,688;385
330205;5;1;1;1;Italva;0,688;551
330205;5;1;2;0;Italva;0,688;93
330205;5;1;3;0;Italva;0,688;365
330205;6;0;1;0;Italva;0,688;522
330205;6;0;2;0;Italva;0,688;88
330205;6;0;3;0;Italva;0,688;299
330205;6;1;1;0;Italva;0,688;446
330205;6;1;2;0;Italva;0,688;63
330205;6;1;3;0;Italva;0,688;288
330205;7;0;1;0;Italva;0,688;421
330205;7;0;2;0;Italva;0,688;38
330205;7;0;3;0;Italva;0,688;219
330205;7;1;1;0;Italva;0,688;369
330205;7;1;2;0;Italva;0,688;51
330205;7;1;3;0;Italva;0,688;195
330205;8;0;1;0;Italva;0,688;237
330205;8;0;2;0;Italva;0,688;30
330205;8;0;3;0;Italva;0,688;111
330205;8;1;1;1;Italva;0,688;199
330205;8;1;2;0;Italva;0,688;33
330205;8;1;3;0;Italva;0,688;128
330205;9;0;1;0;Italva;0,688;139
330205;9;0;2;0;Italva;0,688;15
330205;9;0;3;0;Italva;0,688;47
330205;9;1;1;0;Italva;0,688;97
330205;9;1;2;0;Italva;0,688;9
330205;9;1;3;0;Italva;0,688;58
330205;10;0;1;0;Italva;0,688;18
330205;10;0;2;0;Italva;0,688;2
330205;10;0;3;0;Italva;0,688;8
330205;10;1;1;0;Italva;0,688;14
330205;10;1;2;0;Italva;0,688;4
330205;10;1;3;0;Italva;0,688;4
330210;1;0;1;0;Itaocara;0,713;903
330210;1;0;2;0;Itaocara;0,713;110
330210;1;0;3;0;Itaocara;0,713;289
330210;1;1;1;0;Itaocara;0,713;949
330210;1;1;2;0;Itaocara;0,713;96
330210;1;1;3;0;Itaocara;0,713;337
330210;2;0;1;0;Itaocara;0,713;1066
330210;2;0;2;0;Itaocara;0,713;167
330210;2;0;3;0;Itaocara;0,713;410
330210;2;1;1;0;Itaocara;0,713;1107
330210;2;1;2;2;Itaocara;0,713;181
330210;2;1;3;0;Itaocara;0,713;415
330210;3;0;1;0;Itaocara;0,713;1120
330210;3;0;2;0;Itaocara;0,713;193
330210;3;0;3;0;Itaocara;0,713;390
330210;3;1;1;4;Itaocara;0,713;1155
330210;3;1;2;2;Itaocara;0,713;165
330210;3;1;3;0;Itaocara;0,713;425
330210;4;0;1;0;Itaocara;0,713;1193
330210;4;0;2;0;Itaocara;0,713;201
330210;4;0;3;0;Itaocara;0,713;358
330210;4;1;1;4;Itaocara;0,713;1043
330210;4;1;2;2;Itaocara;0,713;188
330210;4;1;3;0;Itaocara;0,713;350
330210;5;0;1;0;Itaocara;0,713;1213
330210;5;0;2;0;Itaocara;0,713;190
330210;5;0;3;0;Itaocara;0,713;360
330210;5;1;1;2;Itaocara;0,713;1126
330210;5;1;2;1;Itaocara;0,713;192
330210;5;1;3;0;Itaocara;0,713;370
330210;6;0;1;0;Itaocara;0,713;1043
330210;6;0;2;0;Itaocara;0,713;129
330210;6;0;3;0;Itaocara;0,713;295
